Data;WIBOR1M;WIBOR3M;WIBOR6M;WIBOR1Y
26.11.2017;1,66;1,73;1,81;1,85
03.12.2017;1,66;1,73;1,81;1,85
10.12.2017;1,65;1,72;1,81;1,85
17.12.2017;1,65;1,72;1,81;1,85
24.12.2017;1,65;1,72;1,81;1,85
31.12.2017;1,65;1,72;1,81;1,85
07.01.2018;1,65;1,72;1,81;1,85
14.01.2018;1,65;1,72;1,81;1,85
21.01.2018;1,65;1,72;1,81;1,85
28.01.2018;1,65;1,72;1,81;1,85
04.02.2018;1,65;1,72;1,81;1,85
11.02.2018;1,65;1,72;1,81;1,85
18.02.2018;1,65;1,72;1,81;1,85
25.02.2018;1,65;1,72;1,81;1,85
04.03.2018;1,65;1,72;1,81;1,85
11.03.2018;1,65;1,71;1,80;1,84
18.03.2018;1,64;1,70;1,78;1,83
25.03.2018;1,64;1,70;1,78;1,82
01.04.2018;1,64;1,70;1,78;1,82
08.04.2018;1,64;1,70;1,78;1,82
15.04.2018;1,64;1,70;1,78;1,82
22.04.2018;1,64;1,70;1,78;1,82
29.04.2018;1,64;1,70;1,78;1,82
06.05.2018;1,64;1,70;1,78;1,82
13.05.2018;1,64;1,70;1,78;1,82
20.05.2018;1,64;1,70;1,78;1,82
27.05.2018;1,64;1,70;1,78;1,82
03.06.2018;1,64;1,70;1,78;1,82
10.06.2018;1,64;1,70;1,78;1,82
17.06.2018;1,64;1,70;1,78;1,82
24.06.2018;1,64;1,70;1,78;1,82
01.07.2018;1,64;1,70;1,78;1,82
08.07.2018;1,64;1,70;1,78;1,82
15.07.2018;1,64;1,70;1,78;1,82
22.07.2018;1,64;1,70;1,78;1,82
29.07.2018;1,64;1,70;1,78;1,82
05.08.2018;1,64;1,70;1,78;1,82
12.08.2018;1,64;1,70;1,78;1,82
19.08.2018;1,64;1,70;1,78;1,82
26.08.2018;1,64;1,71;1,79;1,87
02.09.2018;1,64;1,71;1,79;1,87
09.09.2018;1,64;1,71;1,79;1,87
16.09.2018;1,64;1,71;1,79;1,87
23.09.2018;1,64;1,72;1,79;1,87
30.09.2018;1,64;1,72;1,79;1,87
07.10.2018;1,64;1,72;1,79;1,87
14.10.2018;1,64;1,72;1,79;1,87
21.10.2018;1,64;1,72;1,79;1,87
28.10.2018;1,64;1,72;1,79;1,87
04.11.2018;1,64;1,72;1,79;1,87
11.11.2018;1,64;1,72;1,79;1,87
18.11.2018;1,64;1,72;1,79;1,87
25.11.2018;1,64;1,72;1,79;1,87
02.12.2018;1,64;1,72;1,79;1,87
09.12.2018;1,64;1,72;1,79;1,87
16.12.2018;1,64;1,72;1,79;1,87
23.12.2018;1,64;1,72;1,79;1,87
30.12.2018;1,64;1,72;1,79;1,87
06.01.2019;1,64;1,72;1,79;1,87
13.01.2019;1,64;1,72;1,79;1,87
20.01.2019;1,64;1,72;1,79;1,87
27.01.2019;1,64;1,72;1,79;1,87
03.02.2019;1,64;1,72;1,79;1,87
10.02.2019;1,64;1,72;1,79;1,87
17.02.2019;1,64;1,72;1,79;1,87
24.02.2019;1,64;1,72;1,79;1,87
03.03.2019;1,64;1,72;1,79;1,87
10.03.2019;1,64;1,72;1,79;1,87
17.03.2019;1,64;1,72;1,79;1,87
24.03.2019;1,64;1,72;1,79;1,87
31.03.2019;1,64;1,72;1,79;1,87
07.04.2019;1,64;1,72;1,79;1,87
14.04.2019;1,64;1,72;1,79;1,87
21.04.2019;1,64;1,72;1,79;1,87
28.04.2019;1,64;1,72;1,79;1,87
05.05.2019;1,64;1,72;1,79;1,87
12.05.2019;1,64;1,72;1,79;1,87
19.05.2019;1,64;1,72;1,79;1,87
26.05.2019;1,64;1,72;1,79;1,86
02.06.2019;1,64;1,72;1,79;1,86
09.06.2019;1,64;1,72;1,79;1,86
16.06.2019;1,64;1,72;1,79;1,86
23.06.2019;1,64;1,72;1,79;1,86
30.06.2019;1,64;1,72;1,79;1,86
07.07.2019;1,64;1,72;1,79;1,86
14.07.2019;1,64;1,72;1,79;1,86
21.07.2019;1,64;1,72;1,79;1,86
28.07.2019;1,64;1,72;1,79;1,86
04.08.2019;1,64;1,72;1,79;1,86
11.08.2019;1,64;1,72;1,79;1,86
18.08.2019;1,64;1,72;1,79;1,85
25.08.2019;1,64;1,72;1,79;1,85
01.09.2019;1,64;1,72;1,79;1,85
08.09.2019;1,64;1,72;1,79;1,85
15.09.2019;1,64;1,72;1,79;1,85
22.09.2019;1,63;1,72;1,79;1,84
29.09.2019;1,63;1,72;1,79;1,84
06.10.2019;1,64;1,72;1,79;1,84
13.10.2019;1,63;1,72;1,79;1,84
20.10.2019;1,63;1,71;1,79;1,84
27.10.2019;1,63;1,72;1,79;1,84
03.11.2019;1,63;1,71;1,79;1,84
10.11.2019;1,63;1,71;1,79;1,84
17.11.2019;1,63;1,71;1,79;1,84
24.11.2019;1,63;1,71;1,79;1,84
01.12.2019;1,63;1,71;1,79;1,84
08.12.2019;1,63;1,70;1,79;1,84
15.12.2019;1,63;1,70;1,79;1,84
22.12.2019;1,63;1,70;1,79;1,84
29.12.2019;1,63;1,71;1,79;1,84
05.01.2020;1,63;1,71;1,79;1,84
12.01.2020;1,63;1,71;1,79;1,84
19.01.2020;1,63;1,71;1,79;1,84
26.01.2020;1,63;1,71;1,79;1,84
02.02.2020;1,63;1,71;1,79;1,84
09.02.2020;1,63;1,71;1,79;1,84
16.02.2020;1,63;1,71;1,79;1,84
23.02.2020;1,63;1,71;1,79;1,84
01.03.2020;1,63;1,71;1,78;1,83
08.03.2020;1,63;1,70;1,76;1,81
15.03.2020;1,63;1,69;1,74;1,78
22.03.2020;1,16;1,18;1,20;1,24
29.03.2020;1,14;1,17;1,19;1,23
05.04.2020;1,13;1,17;1,18;1,23
12.04.2020;0,65;0,70;0,72;0,76
19.04.2020;0,65;0,70;0,72;0,76
26.04.2020;0,65;0,69;0,71;0,76
03.05.2020;0,64;0,68;0,69;0,75
10.05.2020;0,64;0,68;0,69;0,75
17.05.2020;0,64;0,68;0,69;0,74
24.05.2020;0,64;0,68;0,69;0,74
31.05.2020;0,24;0,28;0,29;0,33
07.06.2020;0,24;0,27;0,29;0,30
14.06.2020;0,24;0,27;0,29;0,30
21.06.2020;0,23;0,27;0,29;0,30
28.06.2020;0,23;0,26;0,28;0,30
05.07.2020;0,23;0,26;0,28;0,29
12.07.2020;0,23;0,26;0,28;0,29
19.07.2020;0,23;0,25;0,28;0,29
26.07.2020;0,23;0,25;0,28;0,29
02.08.2020;0,21;0,23;0,27;0,28
09.08.2020;0,20;0,23;0,27;0,27
16.08.2020;0,20;0,23;0,27;0,27
23.08.2020;0,20;0,23;0,27;0,27
30.08.2020;0,20;0,23;0,27;0,27
06.09.2020;0,20;0,23;0,27;0,27
13.09.2020;0,20;0,23;0,26;0,27
20.09.2020;0,20;0,23;0,26;0,27
27.09.2020;0,20;0,22;0,26;0,27
04.10.2020;0,20;0,22;0,26;0,27
11.10.2020;0,20;0,22;0,26;0,26
18.10.2020;0,20;0,22;0,25;0,26
25.10.2020;0,20;0,22;0,25;0,26
01.11.2020;0,20;0,22;0,25;0,26
08.11.2020;0,20;0,22;0,25;0,25
15.11.2020;0,20;0,22;0,25;0,25
22.11.2020;0,20;0,22;0,25;0,25
29.11.2020;0,20;0,22;0,25;0,25
06.12.2020;0,20;0,22;0,25;0,25
13.12.2020;0,20;0,22;0,25;0,25
20.12.2020;0,20;0,21;0,25;0,25
27.12.2020;0,20;0,21;0,25;0,25
03.01.2021;0,20;0,21;0,25;0,25
10.01.2021;0,19;0,21;0,25;0,25
17.01.2021;0,19;0,21;0,25;0,25
24.01.2021;0,19;0,21;0,25;0,25
31.01.2021;0,19;0,21;0,25;0,25
07.02.2021;0,19;0,21;0,25;0,25
14.02.2021;0,19;0,21;0,25;0,25
21.02.2021;0,18;0,21;0,25;0,25
28.02.2021;0,19;0,21;0,25;0,25
07.03.2021;0,19;0,21;0,25;0,25
14.03.2021;0,19;0,21;0,25;0,25
21.03.2021;0,19;0,21;0,25;0,25
28.03.2021;0,19;0,21;0,25;0,25
04.04.2021;0,18;0,21;0,25;0,25
11.04.2021;0,18;0,21;0,25;0,25
18.04.2021;0,18;0,21;0,24;0,25
25.04.2021;0,18;0,21;0,24;0,25
02.05.2021;0,18;0,21;0,24;0,25
09.05.2021;0,18;0,21;0,24;0,25
16.05.2021;0,18;0,21;0,24;0,25
23.05.2021;0,18;0,21;0,25;0,26
30.05.2021;0,18;0,21;0,25;0,26
06.06.2021;0,18;0,21;0,25;0,26
13.06.2021;0,18;0,21;0,25;0,26
20.06.2021;0,18;0,21;0,25;0,26
27.06.2021;0,18;0,21;0,25;0,26
04.07.2021;0,18;0,21;0,25;0,26
11.07.2021;0,18;0,21;0,25;0,26
18.07.2021;0,18;0,21;0,25;0,26
25.07.2021;0,18;0,21;0,25;0,26
01.08.2021;0,18;0,21;0,25;0,26
08.08.2021;0,18;0,21;0,25;0,28
15.08.2021;0,18;0,21;0,25;0,31
22.08.2021;0,18;0,21;0,25;0,35
29.08.2021;0,18;0,21;0,25;0,38
05.09.2021;0,18;0,24;0,28;0,42
12.09.2021;0,18;0,24;0,28;0,43
19.09.2021;0,18;0,24;0,28;0,45
26.09.2021;0,18;0,24;0,29;0,45
03.10.2021;0,18;0,24;0,32;0,50
10.10.2021;0,56;0,65;0,76;1,03
17.10.2021;0,57;0,69;0,85;1,14
24.10.2021;0,59;0,70;0,91;1,19
31.10.2021;0,61;0,74;0,96;1,26
07.11.2021;1,32;1,56;1,87;2,25
14.11.2021;1,36;1,61;1,91;2,29
21.11.2021;1,44;1,69;2,02;2,42
28.11.2021;1,57;1,91;2,29;2,55
05.12.2021;1,91;2,21;2,51;2,71
12.12.2021;1,98;2,30;2,58;2,78
19.12.2021;1,93;2,35;2,61;2,82
26.12.2021;2,00;2,45;2,74;3,00
02.01.2022;2,23;2,54;2,84;3,13
09.01.2022;2,34;2,63;2,98;3,27
16.01.2022;2,38;2,77;3,15;3,43
23.01.2022;2,47;2,85;3,23;3,48
30.01.2022;2,60;2,99;3,44;3,65
06.02.2022;2,71;3,11;3,59;3,82
13.02.2022;2,85;3,30;3,78;4,01
20.02.2022;2,93;3,44;3,87;4,08
27.02.2022;3,09;3,59;3,99;4,19
06.03.2022;3,30;3,78;4,19;4,30
